country,week,gkg_n_docs,gkg_mean_tone
VE,2024-12-22,177,-1.4005436581044146
SU,2024-12-22,206,-4.539346168074149
HA,2024-12-22,49,-1.1233327311858063
CO,2024-12-22,178,-0.17035882422766327
OD,2024-12-22,110,-4.020442903657396
PE,2024-12-22,116,0.6440508293988292
KE,2024-12-22,384,0.10899981488539574
EC,2024-12-22,56,-2.018888684370348
SO,2024-12-22,76,-2.8311010875541007
BM,2024-12-22,42,-0.6583516972717389
ET,2024-12-22,147,0.5206221542765606
TI,2024-12-22,29,1.804783270196902
UZ,2024-12-22,24,1.385356598521218
ER,2024-12-22,15,-5.012718293477978
KG,2024-12-22,18,-0.6908437597705079
NU,2024-12-22,16,-2.168874613801871
KG,2024-12-29,60,-3.080205499101377
PK,2024-12-29,875,-2.052345100563971
PE,2024-12-29,199,-1.5581452148836468
EC,2024-12-29,104,-2.6232759885411805
SU,2024-12-29,617,-1.386429816561601
ET,2024-12-29,391,-0.6066189702900278
AF,2024-12-29,920,-2.862065630918888
HA,2024-12-29,501,-1.1979358798626114
BM,2024-12-29,59,1.1055225467587213
KE,2024-12-29,313,-0.6181888973901676
NU,2024-12-29,162,-3.1846198568784008
BL,2024-12-29,70,-2.491578896437506
UZ,2024-12-29,53,2.1344036053888686
TI,2024-12-29,14,0.3408869452724814
CO,2024-12-29,137,-1.3134976126828846
VE,2024-12-29,141,-2.548871221276038
ER,2024-12-29,47,-1.4120449943160587
SO,2024-12-29,76,-1.9116643020644588
OD,2024-12-29,35,-0.1444943135672264
KE,2025-01-05,409,-1.215369492531373
VE,2025-01-05,505,-2.0756088478527674
PK,2025-01-05,924,-1.453505383260029
CO,2025-01-05,226,-1.1148904295489936
AF,2025-01-05,392,-2.696243138568002
SU,2025-01-05,264,-0.7878758763667518
HA,2025-01-05,100,-1.5508263814836922
PE,2025-01-05,162,-0.7485080240901049
BM,2025-01-05,55,-0.8071988031487046
ET,2025-01-05,204,-0.8706171754108891
SO,2025-01-05,61,-3.5732545518683856
UZ,2025-01-05,54,-0.565651457585764
EC,2025-01-05,45,-1.637082162682475
OD,2025-01-05,95,-0.46598704459372986
NU,2025-01-05,25,-0.9539894190934879
BL,2025-01-05,36,-0.38101060134270937
TI,2025-01-05,20,-1.5074384929865936
KG,2025-01-05,18,-0.3391769813469236
ER,2025-01-05,11,-0.032996445671768744
HA,2025-01-12,62,-1.772997875136372
AF,2025-01-12,494,-1.5753772761228122
PK,2025-01-12,1098,-1.0992289670748276
ET,2025-01-12,180,-0.5179584552189083
VE,2025-01-12,211,-2.17464671754569
KE,2025-01-12,371,-1.338503077660811
EC,2025-01-12,150,1.7710574374920411
KG,2025-01-12,14,-0.9504330349505725
UZ,2025-01-12,29,-0.5045990538838762
SU,2025-01-12,169,-2.5736290264145194
PE,2025-01-12,134,0.5251809567041813
CO,2025-01-12,125,-0.9277317479051301
BM,2025-01-12,34,-1.547206715907517
SO,2025-01-12,80,-0.03199258182346739
NU,2025-01-12,41,-2.344211033915786
BL,2025-01-12,25,-0.9879659490770769
OD,2025-01-12,40,-1.1459341971886512
TI,2025-01-12,16,-0.5652987323903533
ER,2025-01-12,38,-1.065591347874136
KE,2025-01-19,494,0.05804506719897765
PK,2025-01-19,901,-0.89822558598172
AF,2025-01-19,436,-1.8541553528891783
CO,2025-01-19,405,-1.104105753008506
PE,2025-01-19,402,1.0729124458165271
OD,2025-01-19,42,-1.372709786270543
VE,2025-01-19,397,-2.6435006904496836
ET,2025-01-19,198,-2.860364710518572
EC,2025-01-19,293,1.2800919842272245
BL,2025-01-19,184,1.489814836629612
HA,2025-01-19,120,-1.573940723345216
NU,2025-01-19,30,-1.6404034348350562
SU,2025-01-19,126,-2.327729059455749
ER,2025-01-19,19,-0.10939287232620097
TI,2025-01-19,16,1.6103160247946213
BM,2025-01-19,51,0.5058431925765047
SO,2025-01-19,40,-1.7210393406866142
UZ,2025-01-19,28,1.0189772855705166
KG,2025-01-19,22,-0.9436008479618281
PK,2025-01-26,1128,-1.604843072287
SU,2025-01-26,577,-5.43006750322356
AF,2025-01-26,606,-2.696547385159087
KG,2025-01-26,21,-0.3456987929687394
UZ,2025-01-26,62,0.9854631841166073
HA,2025-01-26,230,-1.702246028001575
BL,2025-01-26,47,-1.9272942380201343
ET,2025-01-26,93,-0.27440556465427013
EC,2025-01-26,186,-1.790240836469386
PE,2025-01-26,305,-2.4087240426903063
VE,2025-01-26,446,-2.7252879623525748
CO,2025-01-26,762,-3.797473520643362
KE,2025-01-26,302,-0.573550042911735
ER,2025-01-26,14,-0.3680090358416796
SO,2025-01-26,53,-2.2784522700335934
OD,2025-01-26,127,-6.35621994655272
NU,2025-01-26,71,-2.7467270829069266
BM,2025-01-26,39,0.10617374506076117
TI,2025-01-26,12,1.5185873688365925
KE,2025-02-02,226,-1.0077855314033073
AF,2025-02-02,803,-3.139925555525162
PK,2025-02-02,742,-1.6967291471964097
UZ,2025-02-02,65,-0.3114385711263942
VE,2025-02-02,651,-2.649408186558139
NU,2025-02-02,252,-2.6255913722685382
BL,2025-02-02,50,-0.7780754196387301
CO,2025-02-02,518,-1.8722452787759538
ET,2025-02-02,116,-1.133418236495278
KG,2025-02-02,24,-0.7478252568819282
SU,2025-02-02,186,-4.915149405539172
EC,2025-02-02,98,-1.8489725582625502
PE,2025-02-02,98,0.709028353245956
HA,2025-02-02,116,-2.167431411835783
SO,2025-02-02,228,-4.164353998426892
OD,2025-02-02,79,-4.538032576177124
BM,2025-02-02,54,-2.3320615572478514
ER,2025-02-02,16,-1.2765332625494477
TI,2025-02-02,14,0.6577981145043621
PK,2025-02-09,844,-1.3817614068806736
PE,2025-02-09,315,-1.0766555508756388
EC,2025-02-09,231,-3.4577956457847323
CO,2025-02-09,296,-2.7747654151435697
VE,2025-02-09,151,-2.1457560860748033
AF,2025-02-09,451,-0.8680716514019157
ET,2025-02-09,152,0.10647046793087482
TI,2025-02-09,22,1.0188967842571022
UZ,2025-02-09,47,-0.3125280223933841
HA,2025-02-09,166,-3.457990805815667
BL,2025-02-09,33,0.5036802916333378
NU,2025-02-09,56,-2.7113739925959854
SU,2025-02-09,144,-2.5194220556470293
SO,2025-02-09,91,-2.892343556120576
KE,2025-02-09,359,-0.6392233147763142
KG,2025-02-09,28,-0.13805264176477655
ER,2025-02-09,17,-1.5855901582110263
OD,2025-02-09,33,0.6199906443570332
BM,2025-02-09,15,-1.593321403381759
PE,2025-02-16,440,0.1152980229650576
CO,2025-02-16,338,-0.030655675310103568
KE,2025-02-16,288,-0.07433164106342613
AF,2025-02-16,502,-3.818718260629383
PK,2025-02-16,847,-1.4192275026862984
SU,2025-02-16,175,-2.317572390460738
VE,2025-02-16,176,-1.0666079057900522
EC,2025-02-16,95,0.09907466587366714
ET,2025-02-16,450,-1.599543353266897
BM,2025-02-16,32,-2.006299316795626
HA,2025-02-16,55,-1.8374770109643739
SO,2025-02-16,63,-2.5215720634192396
OD,2025-02-16,20,-0.6611946301355912
NU,2025-02-16,22,-1.814608110232186
ER,2025-02-16,9,-1.36876541111769
BL,2025-02-16,15,-1.6892494853410216
TI,2025-02-16,11,-1.9414645320102517
KG,2025-02-16,17,0.8944253909481019
UZ,2025-02-16,37,-0.24365224242805433
PK,2025-02-23,1011,-0.2535063779283902
VE,2025-02-23,231,-2.969221256535637
AF,2025-02-23,726,-2.869878290002972
ET,2025-02-23,424,-4.358213612267623
SU,2025-02-23,247,-2.7365497757905883
KE,2025-02-23,377,-0.7462665247246136
OD,2025-02-23,54,-1.469345170246825
HA,2025-02-23,90,-2.3608423063388453
CO,2025-02-23,228,-2.167005938180164
PE,2025-02-23,211,-0.29130989338337887
EC,2025-02-23,54,-1.2893046606251488
BL,2025-02-23,29,-0.08237926781939732
SO,2025-02-23,64,-1.4195619741605567
UZ,2025-02-23,39,0.8211390149040293
NU,2025-02-23,34,-2.6063278539663934
KG,2025-02-23,27,0.042126344823760584
BM,2025-02-23,47,-1.4031269252067464
TI,2025-02-23,15,-1.2586490700573276
ER,2025-02-23,15,-0.39840143955011226
PK,2025-03-02,901,-2.3918782770740985
VE,2025-03-02,325,-4.147395797007559
KE,2025-03-02,235,-0.42483451715097664
AF,2025-03-02,590,-2.2293116950268215
KG,2025-03-02,17,0.4999573797339783
NU,2025-03-02,59,-1.7037192283757656
HA,2025-03-02,79,-2.560436559510856
ET,2025-03-02,84,0.6598698647849593
SO,2025-03-02,55,-1.761579100484847
OD,2025-03-02,62,-3.210884690710274
CO,2025-03-02,133,-0.6819752625822035
SU,2025-03-02,181,-2.6744662087475777
TI,2025-03-02,24,0.6252849359472222
PE,2025-03-02,190,0.12878703114733717
BM,2025-03-02,35,-1.9998312491708905
ER,2025-03-02,14,-0.9459349630317542
UZ,2025-03-02,40,1.6538657901561646
EC,2025-03-02,29,-1.5732275954699957
BL,2025-03-02,89,-3.4200783955952696
PK,2025-03-09,952,-1.9627097053295524
KG,2025-03-09,40,0.6615423070537007
AF,2025-03-09,517,-2.36623972657012
CO,2025-03-09,199,-3.047288953483977
BL,2025-03-09,260,-1.6573817264024422
PE,2025-03-09,306,1.306868009932294
HA,2025-03-09,52,-1.90611862982889
SO,2025-03-09,67,-2.3938441982116934
KE,2025-03-09,311,-1.5678224657657187
VE,2025-03-09,240,-1.612858763498872
NU,2025-03-09,39,-1.544051104924673
TI,2025-03-09,12,-0.8260890120839265
UZ,2025-03-09,34,-1.2578067355410834
SU,2025-03-09,166,-2.6610366640571006
EC,2025-03-09,80,-2.6738586952103818
ER,2025-03-09,133,-0.19656981511897254
BM,2025-03-09,69,-2.1726227759888985
ET,2025-03-09,176,-1.8573327877176344
OD,2025-03-09,106,-3.2226710038072754
VE,2025-03-16,1627,-5.292622768009544
UZ,2025-03-16,24,1.084100894342327
PK,2025-03-16,997,-3.739460414887434
AF,2025-03-16,545,-2.5220489851506906
CO,2025-03-16,178,-3.5008607117248682
SU,2025-03-16,154,-2.852163540178545
SO,2025-03-16,79,-4.391705691593249
ET,2025-03-16,99,0.33890344390822263
PE,2025-03-16,375,-1.6863193869217064
BL,2025-03-16,12,-1.6674519629158369
EC,2025-03-16,72,-1.382200038960991
KE,2025-03-16,263,-0.44534994910146486
BM,2025-03-16,57,-3.858717011648077
ER,2025-03-16,45,-4.174267806678379
OD,2025-03-16,88,-3.2048727122788083
KG,2025-03-16,22,0.6423731064839427
HA,2025-03-16,133,-1.5076230506217867
TI,2025-03-16,18,2.3926233935684587
NU,2025-03-16,21,-3.42068978219779
KE,2025-03-23,301,-1.4963352787881208
SU,2025-03-23,122,-2.1045874872963606
OD,2025-03-23,33,-2.6760168880833994
AF,2025-03-23,546,-2.9165841725245305
VE,2025-03-23,532,-3.843806806764529
PK,2025-03-23,879,-1.3073096754573015
CO,2025-03-23,154,-0.525684897823225
PE,2025-03-23,100,0.3635037998102332
SO,2025-03-23,88,-4.136703404313489
KG,2025-03-23,32,2.1042827063616545
UZ,2025-03-23,56,-0.27581291290790444
NU,2025-03-23,143,-2.828214512343591
HA,2025-03-23,178,-2.7416187577444653
BM,2025-03-23,46,-0.9782271843078661
BL,2025-03-23,32,-0.4128921026899823
ET,2025-03-23,101,0.3223773998713963
EC,2025-03-23,55,-1.701785748272553
TI,2025-03-23,18,0.053539332478511524
ER,2025-03-23,29,-0.05890224806631818
SU,2025-03-30,198,-2.107240156317342
KE,2025-03-30,268,-1.5335744503512287
ET,2025-03-30,112,-2.5545736136074675
BM,2025-03-30,1432,-3.6994609182807765
AF,2025-03-30,434,-1.0241094682839305
PK,2025-03-30,792,-1.548444698577985
VE,2025-03-30,389,-2.3042739103306027
CO,2025-03-30,212,0.26264104713377695
PE,2025-03-30,205,1.1105371330124065
EC,2025-03-30,94,-1.8574560948061851
UZ,2025-03-30,35,0.3433405370214462
OD,2025-03-30,69,-1.9016107021413198
SO,2025-03-30,70,-1.8617617078141073
HA,2025-03-30,127,0.32189504450744144
BL,2025-03-30,117,1.7117391542574296
NU,2025-03-30,35,-1.0680799564628989
TI,2025-03-30,34,-0.2243708318634816
KG,2025-03-30,50,0.44380683218964134
ER,2025-03-30,15,-0.6835699040063332
PK,2025-04-06,867,-1.5588136312655965
KE,2025-04-06,291,-0.6356918980037586
AF,2025-04-06,290,-2.820658774214623
VE,2025-04-06,261,-2.3526942203213284
SU,2025-04-06,392,-3.120220948669284
HA,2025-04-06,136,-0.7062191821391391
OD,2025-04-06,250,-3.4090143183888126
SO,2025-04-06,61,-2.6563555240249803
CO,2025-04-06,231,-1.886923834839182
ET,2025-04-06,123,-0.9734085675764169
KG,2025-04-06,30,0.4523872098700238
UZ,2025-04-06,104,1.1879414407212545
BM,2025-04-06,192,-3.093177592705341
PE,2025-04-06,112,-0.05046478740580164
ER,2025-04-06,20,-1.8767864798352658
EC,2025-04-06,59,-0.708295205917972
NU,2025-04-06,46,-1.3833198679706054
BL,2025-04-06,27,-0.23428904668049724
TI,2025-04-06,10,-1.0589950263142267
VE,2025-04-13,365,-1.5220681268613616
PE,2025-04-13,394,-1.9014282511460499
AF,2025-04-13,536,-2.3340193668809417
PK,2025-04-13,821,-1.5880859356536337
EC,2025-04-13,304,-4.134493100184289
CO,2025-04-13,335,-3.3591949224001003
SU,2025-04-13,410,0.9378864105718353
KE,2025-04-13,239,-0.40885036589410856
OD,2025-04-13,276,3.772725781823684
BM,2025-04-13,329,-1.884628624506056
HA,2025-04-13,97,-1.2504759391302187
UZ,2025-04-13,41,0.08046235299207512
NU,2025-04-13,64,-0.8200570600651806
KG,2025-04-13,23,0.6507769876181886
SO,2025-04-13,55,-0.20059718514423872
ET,2025-04-13,90,0.3088332958492267
TI,2025-04-13,48,-2.134248364104969
BL,2025-04-13,32,-0.17732355000153416
ER,2025-04-13,12,-2.0675270847112173
ET,2025-04-20,79,0.8932807734011106
VE,2025-04-20,869,-4.647913998067118
SO,2025-04-20,42,-3.263115079843147
PK,2025-04-20,924,-1.2394602640351504
CO,2025-04-20,134,-2.331435736646807
KE,2025-04-20,242,-0.6625514247487234
AF,2025-04-20,239,-2.334944934334226
PE,2025-04-20,109,-0.3289693792759544
NU,2025-04-20,68,-1.6330799696119185
EC,2025-04-20,51,-2.9788716757851676
SU,2025-04-20,157,-2.6832902418428874
HA,2025-04-20,134,-1.253707844324233
OD,2025-04-20,56,-2.3205667445129476
KG,2025-04-20,43,0.8820827877972174
UZ,2025-04-20,28,0.0374440110925632
BM,2025-04-20,37,-0.5582237267431774
TI,2025-04-20,11,-2.4066267351421415
ER,2025-04-20,13,-3.0243198103992577
BL,2025-04-20,23,-0.3427022911052459
VE,2025-04-27,502,-1.9185974850303276
PK,2025-04-27,2096,-4.254991012924763
AF,2025-04-27,394,-4.253060524579605
CO,2025-04-27,231,-2.6744353955200855
KE,2025-04-27,328,0.1222727903579744
BM,2025-04-27,139,-1.55778427415971
SU,2025-04-27,158,-2.712403731588119
PE,2025-04-27,170,-0.2251206510682332
SO,2025-04-27,60,-1.3789816035210434
ET,2025-04-27,152,0.4295765979125514
UZ,2025-04-27,72,1.9089383241307505
KG,2025-04-27,35,2.874022071114259
OD,2025-04-27,42,-1.9135948828111313
HA,2025-04-27,51,-1.3292636362894443
ER,2025-04-27,15,-1.2127730813701183
NU,2025-04-27,100,-4.0642968550892675
EC,2025-04-27,42,-0.8399903707705524
BL,2025-04-27,45,-0.43061506250414
TI,2025-04-27,25,0.6350075594630288
PK,2025-05-04,1774,-3.496353203450229
KG,2025-05-04,38,0.405045343560487
NU,2025-05-04,121,-1.1827244296313666
HA,2025-05-04,154,-3.1622206176753593
KE,2025-05-04,255,-1.6214702594641393
VE,2025-05-04,324,-1.0508853202015427
SU,2025-05-04,177,-4.462994894065256
ER,2025-05-04,64,-4.30222365293787
SO,2025-05-04,66,-1.5992834170588337
EC,2025-05-04,79,-2.0120193416433603
CO,2025-05-04,130,-2.4433097150925907
PE,2025-05-04,107,-0.8909603585866854
ET,2025-05-04,102,0.45735488647740397
BL,2025-05-04,57,-1.5629240869804257
AF,2025-05-04,234,-3.158639616179404
UZ,2025-05-04,42,-0.2740316043695281
OD,2025-05-04,71,-4.780648667052548
BM,2025-05-04,40,-0.9903122117471208
TI,2025-05-04,12,1.4287305414040974
KE,2025-05-11,225,-0.8046311458370486
AF,2025-05-11,363,-2.4593617477014953
SO,2025-05-11,46,-3.7362745143286453
SU,2025-05-11,99,-3.1159669725466648
PK,2025-05-11,4530,-2.701920822839414
PE,2025-05-11,955,0.9139053681410614
VE,2025-05-11,160,-1.5200343929086055
ET,2025-05-11,60,0.47615736787992435
HA,2025-05-11,87,-0.8626026814249929
